feature,target,mean_shap
EMC3,ABCC11,-2.4620633
TTC38,AHNAK,-1.3903825
PEX7,ARHGEF7,-2.4620633
CLDN10,DNAH5,-2.4620633
RFESD,DSCAML1,-2.1288795
CKAP5,DYNC1H1,-2.1288795
PRR20G,HIVEP3,-2.4620633
EEF1AKMT4,IL21R,-2.4620633
MX2,KMT2C,-1.8011638
PRIM2,KPRP,-2.4620633
RNF215,LAMC1,-2.1288795
ROBO2,MUC17,-2.1288795
TLR1,RYR1,-1.8011638
RPH3A,SSRP1,-2.4620633
GUCD1,SYNE2,-1.3903828
SSX2B,TACC2,-2.4620633
C19orf18,TTN,-1.3903825
KIRREL1,USH2A,-2.4620633
CCHCR1,USP26,-2.1288795
