gene,auprc_mean,auprc_std,prevalence_mean
BAP1,0.3673015873015873,0.2559289394950298,0.17
EIF1AX,0.745436507936508,0.1997451292374086,0.1291666666666666
GNA11,0.51878169713884,0.1553523342334561,0.4558333333333333
GNAQ,0.5728900999793857,0.1520867345925489,0.4933333333333333
MUC16,0.2994047619047619,,0.05
SF3B1,0.7952380952380952,0.3075025579231036,0.2216666666666666
TTN,0.0911057692307692,0.0273700871682505,0.0516666666666666
